Q,A
"Accordingly, studies on variables affecting the relationship between R&D investment and accounting profit have been actively conducted.","이에 따라, 연구 개발 투자와 회계이익 관계에 영향을 미치는 변수들에 대한 연구가 활발히 이루어져 왔다."
"This request may be received from the main processor, for example, and may include verification information.","이 요청은 예를 들어 메인 프로세서로부터 수신될 수 있고, 검증 정보를 포함할 수도 있다."
The speech recognition system may first check the elements that can be executed in the current screen state.,음성 인식 시스템은 우선 현재 화면상태에서 실행 가능한 구성요소들을 확인할 수 있다.
"That is, step S901 cannot be omitted for block B0 and block B2.","즉, 블록 B0과 블록 B2에 대해서는 단계 S901을 생략할 수 없다."
"As the global O2O business grows, the online payment market expands together, which can be said to be the result of combining IT technology with finance.",세계적으로 O2O 비즈니스가 성장함에 따라 온라인 결제시장이 동반 팽창해 IT 기술이 금융과 접목된 결과 라 할 수 있다.
The power supply device 950 may supply an operating voltage required for the operation of the computing system 900.,전원 장치(950)는 컴퓨팅 시스템(900)의 동작에 필요한 동작 전압을 공급할 수 있다.
We want to help our students graduate from college and earn degrees in engineering and computer science.,학생들이 대학을 졸업하고 공학 및 컴퓨터 과학 학위를 받도록 지원하고자 한다.
This feature can yield predictions about the future state of an object even when the deep auto-encoder model is static.,이 특성은 심층 자동 인코더 모델이 정적인 경우에도 객체의 미래 상태에 대한 예측을 산출할 수 있다.
"Meanwhile, the internal temperature of the memory device 200 may affect the reliability of the memory device 200.","한편, 메모리 장치(200)의 내부 온도는 메모리 장치(200)의 신뢰도에 영향을 미칠 수 있다."
"Local main route analysis shows local importance, that is, partial importance.","지역 내 주 경로의 분석은 지역적인 중요성, 즉 부분적인 중요성을 보여준다."
"Here, the virtual resource object is covered with various types of objects in the GUI.","여기서, 가상 자원 객체는 GUI 내에서 다양한 유형의 객체로 덮인다."
"In step 43, based on the information on the divided section, two or more divided sections may be determined.","단계 43에서, 분할 구간에 대한 정보에 기초하여, 둘 이상의 분할 구간을 결정할 수 있다."
The acoustic element 27 is attached to the inner surface of the protruding area 28-1 of the rear chassis 28 and vibrates.,음향 소자(27)는 배면 섀시(28)의 돌출 영역(28-1)의 내면에 부착되어 진동한다.
"The input feature map may have 16 channels, and may be arranged in 32 slices 1207.","입력 특징 맵은 16개의 채널을 가질 수 있고, 32개의 슬라이스(1207)로 배열될 수 있다."
"Each vertex may be associated with a different index, and the root vertex may be assigned an index value of 0.","각각의 꼭지점은 서로 다른 인덱스와 관련될 수 있고, 루트 꼭지점은 0의 인덱스 값을 할당받을 수 있다."
Driving in the washing machine domain may include selecting a laundry course and making a laundry reservation.,"세탁기 도메인에서 주행은 세탁 코스 선택, 세탁 예약 등을 포함할 수 있다."
"A dynamic and trending site was constructed by exposing various figures, which are motifs, throughout the site using interaction elements.","모티브인 다양한 도형 등을 인터랙션 요소를 활용하여 사이트 전반에 노출함으로써, 동적이고 트렌드 한 사이트를 구축하였다."
"In the case of disasters and disasters, mid- to long-term operation plans were established through planning and research on the development of disaster prevention satellite sensors to respond to storms and floods.",재난·재해 분야의 경우 풍수해 대응을 위한 방재 위성 센서개발 기획연구 등을 통해 중장기 운영 계획을 수립하였다.
"As a result of the Industrial Revolution, we humans are faced with a strange phenomenon for the first time in history.",우리 인류는 산업혁명을 이룬 결과 역사상 처음으로 기이한 현상과 마주하게 된다.
"However, unlike computers, robots can be far from humans.",그러나 로봇은 컴퓨터와 달리 로봇과 사람 사이의 거리가 멀 수 있다.
The plurality of example sentences are composed of frequently used conversation sentences for each situation so that the user can compose the intended conversation.,복수 개의 예시 문장은 사용자가 의도한 대화를 구성할 수 있도록 상황별 자주 사용하는 대화 문장들로 구성된다.
Organizational commitment was hypothesized using the three-factor organizational commitment model suggested by AAA.,조직 몰입은 AAA가 제시한 조직 몰입 3요인 모형을 활용하여 가설을 설정하였다.
"The goal of actively responding to the convergence media environment was an ambiguous policy goal from the beginning, and it is difficult to find any particular contribution to the convergence environment.","융합미디어 환경에 적극 대응이라는 목표는 처음부터 애매한 정책목표였고, 특별히 융합 환경에 기여한 점을 찾기 어렵다."
It can be seen that consumers of big data services are highly concerned about infringement of personal information.,빅데이터서비스 수요자가 개인정보 침해에 대한 우려가 큰 것을 알 수 있다.
"The user's terminal device can record a voice, take a picture, and store a memo.","사용자의 단말 장치는 음성을 녹음할 수 있고, 사진을 촬영할 수 있으며, 메모를 저장할 수 있다."
"In the second method, when the external selection signals S0, S1, and SM are received, a storage unit corresponding to the selection signal can be selected.","두번째 방법은 외부 선택 신호(S0, S1, SM)를 수신하면 선택신호에 대응하는 저장부를 선택할 수 있다."
"A total of 27 parks are available for use by city residents, although they are either under construction or undeveloped parks.","조성 중이거나 미조성 공원이지만, 도시민의 이용이 가능한 공원은 총 27개소이다."
"The first bidirectional optical element may include a main filter 310, a drop filter 320, and an ad filter 330.","제1 양방향 광학 소자는 메인 필터(310), 드랍 필터(320) 및 애드 필터(330)로 구성될 수 있다."
6 is a flowchart illustrating a static section setting in an electronic device according to various embodiments of the present disclosure.,도 6은 본 발명의 다양한 실시 예에 따른 전자 장치에서 정적 구간을 설정하기 위한 흐름도를 도시하고 있다.
"In addition, the data processing apparatus 100 of FIG. 1 may be implemented as one module or unit existing inside the terminal device.","그 밖에, 도 1의 데이터 처리 장치(100)는 단말 장치 내부에 존재하는 하나의 모듈 또는 유닛으로 구현될 수도 있다."
The first substrate 510 and the second substrate 520 may form a stack structure.,제 1 기판(510) 및 제 2 기판(520)은 스택(Stack) 구조를 구성할 수 있다.
"That is, the device 100 continuously searches for a new device independently of the execution of the application.","즉, 디바이스(100)는 어플리케이션의 실행과는 별도로 새로운 디바이스를 계속하여 탐색한다."
The present invention relates to a mobile terminal and a message display method of the mobile terminal.,본 발명은 이동 단말기 및 이동 단말기의 메시지 표시 방법에 관한 것이다.
"In other embodiments, the audio signal may not correspond to a haptic effect or image.","다른 실시예에서, 오디오 신호가 햅틱 효과 또는 이미지에 대응하지 않을지도 모른다."
"To evaluate the performance of the exemplary gesture recognition system 200, the process 300 of FIG. 3 may be performed.","예시적인 제스처 인식 시스템(200)의 성능을 평가하기 위해, 도 3의 프로세스(300)가 수행될 수 있다."
"In one embodiment, the animation comprises a first animation and/or a second animation.","일실시예에서, 애니메이션은 제1 애니메이션 및/또는 제2 애니메이션을 포함한다."
The scan chain SCCHN may be provided in a plurality of IPs (IP1 to IP4 in FIG. 1).,스캔 체인(SCCHN)은 복수의 IP(도 1의 IP1 내지 IP4)에 구비될 수 있다.
The controller 512 may receive the basic schedule 1250 from the travel schedule providing server 550.,제어부(512)는 여행 일정 제공 서버(550)로부터 기본 일정(1250)을 수신할 수 있다.
"In this paper, the network advancement strategy 205 to take the lead in responding to these new challenges will be discussed.",본 논문에서는 이러한 새로운 도전들에 선도적으로 대응하기 위한 네트워크 고도화 전략 205가 논의될 것이다.
"Viral RNA (ie, VIRAL RNA) may be suspended in the blood of a patient infected with Zika virus.","지카 바이러스에 감염된 환자의 혈액에는 바이러스의 RNA(즉, VIRAL RNA)가 부유할 수 있다."
"In particular, the proportion of moving out to the postal business is the largest.",특히 우편사업에 대한 전출의 비중이 가장 크다.
2 is a circuit diagram of the analog-to-digital conversion unit 110 shown in FIG. 1.,도 2는 도 1에 도시된 아날로그 디지털 변환부(110)의 회로도이다.
The electrode selection device 100 of FIG. 2 may be substantially the same as the electrode selection device 12 of FIG. 1.,도 2의 전극 선택 장치(100)는 도 1의 전극 선택 장치(12)와 실질적으로 동일할 수 있다.
The inspection can be performed only with whether or not there is a significant increase in the circuit current after the start of the inspection.,검사 개시 후에 있어서의 회로 전류의 유의미한 증가가 있는지의 여부만으로 검사를 할 수 있다.
"Meanwhile, a preset volume level range for each content genre may be pre-stored in the storage unit 120.","한편, 컨텐츠 장르 별 기설정된 볼륨 레벨 범위는 저장부(120)에 기저장될 수 있다."
3 is a detailed diagram illustrating an example of transmitting data from a transmission entity of a communication system according to an embodiment of the present disclosure.,도 3은 본 개시의 실시 예에 따른 통신 시스템의 송신 엔터티에서 데이터를 송신하는 일 예를 상세히 보이고 있다.
"Based on this, the competent minister declared that the second stage of the review process was initiated.",이를 바탕으로 주무장관이 2단계 심사 절차에 돌입을 선언하였다.
"Furthermore, the camera 40 may include a third squelch circuit 300c implemented in the MIPI M-PHY.",나아가 카메라(40)는 MIPI M-PHY에 구현되는 제3 스켈치 회로(300c)를 포함할 수 있다.
"The first mode signal processing unit includes an amplifier, a noise filter, and an analog-to-digital converter.","상기 제1 모드 신호 처리부는 증폭기, 노이즈 필터, 및 아날로그-디지털 컨버터 등을 포함한다."
The semiconductor memory device 10 may include an external device and a pad PADS for receiving signals and data.,반도체 메모리 장치(10)는 외부 장치와 신호들 및 데이터를 수신하기 위한 패드를(PADS)을 포함할 수 있다.
A touch system according to embodiments may include a touch display device 10 and an active pen 20 interlocking therewith.,실시 예들에 따른 터치 시스템은 터치 표시 장치(10) 및 이와 연동하는 액티브 펜(20) 등을 포함할 수 있다.
The power headroom information means a difference between the maximum transmission power set to the terminal and the transmission power estimated by the terminal.,"상기 파워헤드룸 정보란, 단말에게 설정된 최대 전송 전력과 단말이 추정한 전송 전력과의 차이를 의미한다."
The word line WL connected to the mat MAT0 may be connected to WL0 and WL(k/2)n.,"매트 MAT0과 연결된 워드라인 WL은 WL0, WL(k/2)n과 연결될 수 있다."
"Since these functions have a huge impact on the quality of life of individuals, smart devices are positioned as a major tool in modern society.",이러한 기능은 개인의 삶의 질에도 막대한 영향을 주기 때문에 스마트 기기는 현대 사회의 주요한 도구로 자리 잡고 있다.
Organizations with bad reputations due to being blacklisted could further increase the privacy concerns of online users as poor imagery is associated with information provision.,블랙리스트에 등록되어 평판이 나빠진 조직은 불량한 이미지가 정보 제공과 관련이 있기 때문에 온라인 사용자의 개인 정보 문제를 더욱 증가시킬 수 있다.
24 is a block diagram illustrating a memory card system according to some embodiments of the present disclosure.,도 24는 본 개시의 일부 실시예들에 따른 메모리 카드 시스템을 나타내는 블록도이다.
The following describes the limitations of the current disaster response system.,다음은 현행 재난대응 시스템의 제약점들을 기술한 것이다.
"Similarly, systems and methods for voice recognition and control of electronic devices are becoming more common.","유사하게, 전자 디바이스들의 음성 인식 및 제어를 위한 시스템들 및 방법들이 더 흔하게 되고 있다."
"In step 31, a query is received, and a mapping knowledge graph including the query is displayed according to the query.","단계 31에서, 질의가 수신되고, 질의를 포함하는 맵핑 지식 그래프가 질의에 따라서 디스플레이된다."
One embodiment includes a method for allowing user input on an electronic device associated with a display.,일 실시예는 디스플레이와 연관되는 전자 디바이스에 대한 사용자 입력을 허용하기 위한 방법을 포함한다.
"Since only the subject with the calling authority is in the credentials at the time of calling Function B, the virtual machine executes Function B.","함수 B 호출 시점의 크리덴셜에는 호출 권한이 있는 주체만 있으므로, 가상머신은 함수 B를 실행시킨다."
Processor 120 may generate information on the second screen based on the information on the first screen.,"프로세서(120)는, 제1 화면에 대한 정보에 기반하여, 제2 화면에 대한 정보를 생성할 수 있다."
The fingerprint server may perform an operation of providing information on the identified content to the TV.,핑거프린트 서버는 식별된 컨텐츠에 대한 정보를 TV로 제공하는 동작을 수행할 수 있다.
It was a project that both the client and the project team were constantly thinking about for a high degree of perfection and intensely contemplating to come up with better ideas.,클라이언트와 프로젝트팀이 모두 높은 완성도를 위해 끊임없이 고민하고 더 좋은 아이디어를 도출하기위해 치열하게 고민했던 프로젝트였다.
Climate scientists who want to calculate Earth's time and space must somehow standardize the numbers collected by different measurement subjects in different ways to create a single data set that can be interpreted by computers.,지구의 시공간을 계산하고자 하는 기후 과학자는 서로 다른 측정 주체들이 각기 다른 방법으로 채집한 숫자들을 어떻게든 표준화해서 컴퓨터가 해석할 수 있는 하나의 데이터 집합으로 만들어야 한다.
The processor 140 may control the remaining components of the display device 100.,프로세서(140)는 디스플레이 장치(100)의 나머지 구성들을 제어할 수 있다.
"In order to provide information pursuant to paragraph 3, a prior judicial order on permission to provide information is required, which may be requested by the victim.","제3항에 따른 정보 제공을 위해 정보제공 허락에 관한 사전 사법 명령이 필요하며, 이것은 피해자가 신청할 수 있다."
The first target device 1041 may execute the first function when instructed to execute the first function.,제 1 타깃 장치(1041)는 제 1 기능 실행을 지시 받으면 제 1 기능을 실행할 수 있다.
"With a focus on international security, security experts have chosen cyberspace as the fifth battlefield after land, sea, air, and space.",국제안보를 중심으로 안보 전문가들은 육해공과 우주에 이어 5번째 전쟁터로 사이버 공간을 선택했다.
"Postage stamps are issued and sold commemorative stamps such as World War I, Star Wars, Castle, and Harry Potter.","우표류는 1차 세계대전, 스타워즈, 성, 해리포터 등 기념 우표를 발행하여 판매하고 있다."
"In this embodiment, there may be standard selection motion information previously associated with each virtual reality scene.","본 구현예에서, 각각의 가상 현실 장면과 미리 연관된 표준 선택 동작 정보가 있을 수 있다."
"These algorithms are provided as open source packages, so they can be used relatively easily.",이들 알고리즘은 오픈소스로 제작된 패키지가 제공되어 비교적 손쉽게 이용할 수 있다.
The second group gate lines 150 may include a plurality of gate lines.,제2 그룹 게이트 라인들(150)은 복수의 게이트 라인들을 포함할 수 다.
The control unit 610 may be implemented in the form of a module of an application program.,제어부(610)는 응용 프로그램의 모듈 형태로 구현될 수도 있다.
Online privacy concerns increase because there is no direct contact with the seller.,판매자와의 직접적인 접촉이 없기 때문에 온라인 개인 정보 보호 문제가 증가한다.
The upper left of the displayed memo area M may be formed in the crossing area of ??the first electric field of the electronic pen 1000.,표시되는 메모 영역(M)의 좌측 상단이 전자펜(1000)의 제1 전기장 교차 영역에 형성될 수 있다.
The device 100 according to an embodiment may determine content information extracted from the detected region.,일 실시예에 따른 디바이스(100)는 검출된 영역에서 추출된 컨텐트 정보를 판단할 수 있다.
"Accordingly, the sub-region may be a region between end cap cells of both functional blocks B11 and B12.","이에 따라, 서브 영역은 양 기능 블록들(B11, B12)의 엔드 캡 셀들 사이의 영역일 수 있다."
"In various embodiments, the electronic device 101 may be connected to a plurality of controllers.","다양한 실시 예들에서, 전자 장치(101)는 복수의 컨트롤러들과 연결될 수 있다."
"In other words, it corresponds to the main area of the radio wave management policy that determines to whom a frequency band designated for a specific purpose will be allocated.","즉, 특정한 용도로 지정된 주파수 대역을 누구에게 부여할 것인지를 결정하는 전파관리정책의 주요 영역에 해당한다."
The electronic device 100 having a fingerprint sensor mounted thereon may be determined to be worn on a finger.,지문 센서가 실장 전자 장치(100)는 손가락에 착용된 것으로 판단될 수 있다.
The memory cell 100 may include one memory element 110 and one switching element 120.,상기 메모리 셀(100)은 하나의 메모리 소자(110)와 하나의 스위칭 소자(120)로 구성될 수 있다.
"In some examples, different participants in an activity competition may have different goals.","일부 예들에서, 액티비티 경쟁 내의 상이한 참여자들은 상이한 목표들을 가질 수 있다."
The prediction unit 170 may generate a prediction block () based on the pixel block (f) and the reconstructed block ().,예측부(170)는 픽셀 블록(f) 및 복원 블록()에 기초하여 예측 블록()을 생성할 수 있다.
The present invention relates to a memory device for a next-generation memory and a method of operating the same.,본 발명은 차세대 메모리를 위한 메모리 장치 및 그 동작 방법에 관한 것이다.
The information field consists of 1 bit and is set to 0 to indicate that it is a data transmission protocol.,"정보 필드는 1 비트로 구성되며, 0으로 설정하여 데이터 전송 프로토콜임을 나타낸다."
"Through big data analysis of human behavior, happiness was quantified by finding characteristic patterns of body movement that are strongly related to group happiness.",인간 행동의 빅 데이터 분석을 통해서 집단 행복감과 강하게 관계가 있는 신체운동의 특징 패턴을 찾아내는 것으로 행복도가 정량화 되었다.
"That is, the image receiving unit 110 receives the image IM1 photographing the building 300 through the camera 200a.","즉, 영상 수신부(110)는 카메라(200a)를 통해 건물(300)을 촬영한 영상(IM1)을 전달받는다."
7B is a plan view illustrating an internal arrangement of a solid state drive device according to an embodiment of the present invention.,도 7b는 본 발명의 일 실시 예에 따른 솔리드 스테이트 드라이브 장치의 내부 배치를 나타내는 평면도이다.
"Accordingly, the display device may display the first content requested by the user based on the response information.","따라서, 디스플레이 장치는 응답 정보에 기초하여 사용자가 요청한 제1 컨텐츠를 디스플레이할 수 있다."
"For example, each drain 320 may extend to a part of the channel layer 114 of the corresponding pillar 113.","예시적으로, 각 드레인(320)은 대응하는 필라(113)의 채널막(114)의 일부까지 연장될 수 있다."
"When the UE receives a DL packet to which reflective QoS is applied, the UE creates a new QoS rule.","단말이 reflective QoS가 적용된 DL 패킷을 수신할 때, 단말은 새로운 QoS 룰을 생성한다."
The bar area on the right side of the site was designed as an integrated UI considering the organic relationship with each branch.,사이트 우측 바 영역은 각 지점과의 유기적인 관계를 고려한 통합 UI로 설계했다.
"If the app is not installed, it is implemented to move to the app installation guide screen.",앱이 설치되어 있지 않은 경우에는 앱 설치 안내 화면으로 이동되도록 그것이 구현되어 있다.
I can concentrate well even in class time that I don't like.,내가 싫어하는 수업시간에도 주의집중을 잘 할 수 있다.
The control logic 125 includes a ready busy signal generator 126.,제어 로직(125)은 레디 비지 신호 생성기(126)를 포함한다.
It can be determined that the cola and the energy drink have the same type of customer characteristics.,콜라와 에너지 음료는 동일 유형의 구매 고객 특성을 갖는 것으로 판단할 수 있다.
"Again, the user has previously defined a composition folder set 1400 associated with the creation of the email 1401.","다시, 사용자는 이메일(1401)의 작성과 연관된 작성 폴더 세트(1400)를 이전에 미리 정의하였다."
5 is a diagram illustrating an upper surface of the memory block shown in FIG. 4 by way of example.,도 5는 도 4에 도시된 메모리 블록의 상부면을 예시적으로 보여주는 도면이다.
The debugging bus 290 may be activated after the system-on-chip 200 enters a deadlock state.,디버깅 버스(290)는 시스템 온 칩(200)이 교착 상태에 진입한 이후 활성화될 수 있다.
The first photo gate 231 may be formed in the first edge portion EA1 of the photo detection area 220.,제1 포토 게이트(231)는 광 검출 영역(220)의 제1 가장자리부(EA1)에 형성될 수 있다.
"The invention is particularly useful for a single LRA device, but may also be implemented in devices with more than one LRA.","본 발명은 단일 LRA 장치에 특히 유용하지만, 하나 이상의 LRA를 갖는 장치에서도 구현될 수 있다."
"The user 1112 may interact with additional content, primarily indoors.","사용자(1112)는 주로 실내에서, 추가적인 콘텐트와 상호 작용할 수 있다."
"Through numerous trial and error and independent development implementation, I became convinced that I could go a different path than others.",수많은 시행착오와 독자적인 개발 구현을 통해 남들과 다른 길을 갈 수 있다는 확신을 갖게 되었다.
The controller 180 may perform an operation (S26) of storing sound and content in association with each other.,제어부(180)는 음향과 콘텐츠를 연동하여 저장하는 단계(S26)를 수행할 수 있다.
"In the case of mergers involving all telecommunication companies, we will proceed with the review.",모든 통신사와 관련한 합병의 경우에 있어서 검토를 진행한다.
"Through this, it is expected that Korea's online commerce will grow further in the future.",이를 통해 앞으로도 우리나라의 온라인 커머스가 더욱 성장할 것이라고 예상된다.
"In the latter case, the size of the resource block is 180 kHz regardless of the subcarrier spacing.","후자의 경우, 부반송파 간격과 무관하게 자원 블록의 크기는 180kHz이다."
"From a product design and marketing strategy perspective, customer feedback provides valuable information to management.",제품 디자인 및 마케팅 전략의 관점에서 고객의 피드백은 경영진에게 귀중한 정보를 제공한다.
The control signal CTL1 may be one of the control signals CTL of FIG. 1.,제어 신호(CTL1)는 도 1의 제어 신호들(CTL)중 하나일 수 있다.
"The resource allocation frame transmitted from the resource allocation frame transmission unit 230 includes a MAC header, a frame body, and an FCS.","자원 할당 프레임 전송부(230)에서 전송되는 자원 할당 프레임은 MAC 헤더, 프레임 본체 및 FCS를 포함한다."
"In some embodiments, one or more sensors 208 are configured to detect multiple aspects of user interaction.","일부 실시예들에서, 하나 이상의 센서(208)는 사용자 상호 작용의 다수의 양태들을 검출하도록 구성된다."
"If the file system structure matches a certain level or higher, it may be regarded as normal reception of the firmware installation copy.",파일 시스템 구조가 일정 수준 이상으로 일치하는 경우 펌웨어 설치본의 정상 수신으로 간주될 수 있다.
The target level of the gate voltage VG may be higher than the power voltage VDD.,게이트 전압(VG)의 목표 레벨은 전원 전압(VDD)보다 높을 수 있다.
"In this case, the processor 120 may transmit the changed channel information'ch 149' to the access point.",프로세서(120)는 상기 액세스 포인트로 상기 변경된 채널 정보 'ch 149'를 전송할 수 있다.
It has become possible for individual developers to develop huge online games at low cost.,개인 개발자들도 적은 비용으로 거대한 온라인 게임을 개발하는 것이 가능해졌다.
The integrator 810 may include a capacitor 811 and a comparator 812.,적분기(810)는 캐패시터(811) 및 비교부(812)를 포함할 수 있다.
It is seen as a practical app because it provides an opportunity to communicate with a local native speaker without having to go abroad directly through vivid video.,생생한 영상을 통해 직접 해외로 나가지 않아도 현지 원어민과의 소통의 기회를 마련해주고 있어 실용적인 앱으로 보여진다.
The second user input may be at least one input that directly touches the generated content.,제2 사용자 입력은 상기 생성된 컨텐츠를 직접적으로 터치하는 적어도 하나의 입력일 수 있다.
The gate electrode GE is formed together with the gate line GL on the base plate 100.,상기 게이트 전극(GE)은 베이스 플레이트(100) 상에 게이트 배선(GL)과 함께 형성된다.
A halftoning screen to be applied to the document is selected from among a plurality of previously stored halftoning screens (S1320).,기저장된 복수의 하프토닝 스크린 중 문서에 대해서 적용될 하프토닝 스크린을 선택한다(S1320).
"Specifically, FIG. 8 shows an example of an operation of maintaining or reducing the thermal resistance Rθ of the medium 290.","구체적으로, 도 8은 매질(290)의 열 저항(Rθ)을 유지하거나 감소시키는 동작의 예시를 나타낸다."
It is possible to transmit a large force to the first portion 22 by optimizing the length ratio of the center sections S11 and S12.,"중앙 구간(S11, S12)의 길이 비율을 최적화하여 제1 부분(22)에 큰 힘을 전달할 수 있다."
"Referring to FIG. 1, the interference cancellation means includes an interference detection and control unit 110 and an interference cancellation unit 120.","상기 도 1을 참고하면, 간섭 제거 수단은 간섭 검출 및 제어부(110) 및 간섭 제거부(120)를 포함한다."
"For another example, the electronic device 100 may detect an electronic pen located within a threshold distance of the touch screen 130.","다른 예를 들어, 전자 장치(100)는 터치 스크린(130)의 임계 거리 이내에 위치한 전자 펜을 검출할 수 있다."
The fourth multi-application set 284 includes an email application as a main application.,제4 멀티 어플리케이션 세트(284)는 이메일 어플리케이션을 메인 어플리케이션으로서 포함한다.
It should be possible to consider the characteristics of APEC.,APEC의 특성을 고려할 수 있도록 해야 한다.
The influx of highly pathogenic avian influenza is being introduced from overseas through migratory birds.,고병원성 조류 인플루엔자의 유입은 해외로부터 철새를 통해 유입되고 있다.
"By setting nF=1, the position of the frame to which the ranging channel is allocated can be designated in advance.",NF=1로 설정함으로써 레인징 채널이 할당되는 프레임의 위치를 미리 지정할 수 있다.
"Accordingly, the voice recognition system can significantly shorten the time for configuring voice commands.",이에 따라 음성 인식 시스템은 음성 명령어 구성 시간을 대폭 단축시킬 수 있다.
"In this embodiment, an example of dynamically displaying a video on the same screen within a floating area is given.","본 실시예에서, 플로팅 영역 내에서 동일 스크린 상에 비디오를 동적으로 표시하는 예를 든다."
The frequency of the output signal from the PLL may be higher than a given input signal by a predetermined multiple.,PLL로부터의 출력 신호 주파수는 주어진 입력 신호보다 미리 결정된 배수만큼 더 높을 수 있다.
"In step 1070, the neural network device may update the weight by using the cumulative update value.","단계 1070에서, 뉴럴 네트워크 장치는 누적 업데이트 값을 이용하여 웨이트를 업데이트할 수 있다."
The jurisdictions of public entities that formulate and enforce specific systems and policies overlap or sometimes contradict each other.,"특정 제도와 정책을 입안하고 집행하는 공적 주체의 관할 범위가 중첩되어 있기도 하고, 때로는 대립되기도 한다."
"Subsequently, at block 310 acceleration data is collected during each iteration.","이어서, 블록(310)에서 각각의 반복 동안 가속도 데이터가 수집된다."
UAV DSM should be utilized to calculate load capacity and identify changes.,UAV DSM을 활용하여 적재량을 산출하고 변화를 파악해야 한다.
"According to various embodiments, the feeding piece 410 may be fed to the feeding portion 452 of the substrate (PCB) 450.","다양한 실시예에 따르면, 급전편(410)은 기판(PCB)(450)의 급전부(452)에 급전될 수 있다."
"In this case, the controller 110 may reduce the size of the window to the left.","이 경우, 제어부(110)는 윈도우의 크기를 좌측 방향으로 축소할 수 있다."
The processor 201 controls the overall operation of each component of the foreground generating device 200.,프로세서(201)는 전경 생성 장치(200)의 각 구성의 전반적인 동작을 제어한다.
"As the number of hidden nodes increases, the fit of the model to the training data increases, the correlation coefficient between the actual value and the predicted value increases, and the RMSE decreases.","은닉 노드가 많아질수록 모델의 훈련 데이터에 대한 적합도는 높아지므로, 실제 값과 예측 값 간 상관 계수는 커지고, RMSE는 작아진다."
The plurality of second connection parts CP2 may include a transparent conductive material.,복수의 제2 연결부들(CP2)은 투명 도전성 물질을 포함할 수 있다.
Passing an alternating current through coil 2200 may cause the central magnet array to move back and forth along the shaft.,"코일(2200)을 통해 교류 전류를 통과시키는 것은, 중앙 자석 어레이가 샤프트를 따라 앞뒤로 이동하게 할 수 있다."
3 is a cross-sectional view showing the configuration of a trackpad semiconductor package according to an embodiment of the present invention.,도 3은 본 발명의 일 실시예에 의한 트랙패드 반도체 패키지의 구성을 나타내는 단면도이다.
"If there are fundamental rights of other subjects that contradict or conflict with the right to self-determination of personal information, those basic rights must also be respected.","개인정보자기결정권과 모순되거나 갈등을 빚는 다른 주체의 기본권이 있다면, 그 기본권도 존중되어야 한다."
The lens may move in response to a control signal output from an actuator.,상기 렌즈는 액추에이터로부터 출력된 제어 신호에 응답하여 이동할 수 있다.
"As for the overseas expansion regions of companies with export experience, Northeast Asia was the highest at 66.7%.",수출 경험이 있는 기업의 해외진출 지역은 동북아시아가 66.7%로 가장 높게 나타났다.
"If the tracker's location recognition range is wider, the accuracy of image matching by location recognition may be improved.",트래커의 위치 인식 범위가 넓어지면 위치 인식에 의한 영상 정합의 정확도가 향상될 수 있다.
"According to an embodiment of the present invention, the mobile terminal 100 may display guide information in a pop-up form.","본 발명의 일 실시예에 의하면, 이동 단말(100)은 안내 정보를 팝업 형태로 표시할 수 있다."
"Accordingly, the embodiment of FIG. 9 can be relatively easily implemented and managed efficiently.","따라서, 도 9의 실시 예는 상대적으로 쉽게 구현될 수 있고, 효율적으로 관리될 수 있다."
We provide recommended restaurant information according to the theme by time and region.,"시기별, 지역별로 테마에 맞는 추천 맛집 정보를 제공하고 있다."
"According to an embodiment, the processor 220 may check the occurrence of the biometric information acquisition event.","한 실시 예에 따르면, 프로세서(220)는 생체 정보 획득 이벤트 발생을 확인할 수 있다."
The artificial intelligence agent may be in a pre-executed state before a user utterance is input or a preset button is selected.,인공 지능 에이전트는 사용자 발화가 입력되거나 기설정된 버튼이 선택되기 이전에 기 실행된 상태일 수 있다.
"According to an embodiment, the display 13 may include at least one pixel.","일 실시 예에 따르면, 디스플레이(13)는 적어도 하나의 픽셀을 포함할 수 있다."
"In this case, the first lower spatial switch may be connected to the optical modulator 110.","이 때, 제1 하위 공간 스위치는 광 변조기(110)와 연결될 수 있다."
The connection part 380 may connect the stopper 360 and the packing ring 370.,연결부(380)는 스토퍼(360)와 패킹 링(370)을 연결할 수 있다.
The controller 180 may store notification information in conjunction with a calendar application [S1170].,제어부(180)는 알림 정보를 캘린더 애플리케이션과 연동하여 저장할 수 있다[S1170].
The control electrode GED of the driving transistor TFT-D is disposed on the first insulating layer 12.,제1 절연층(12) 상에 구동 트랜지스터(TFT-D)의 제어전극(GED)이 배치된다.
It is preferable that the diagnostic device converts a speech having a predetermined length into a spectrogram.,진단 장치는 사전에 정해진 길이의 음성을 스펙트로그램으로 변환하는 것이 바람직하다.
"In this case, X1 may be included in the group owner negotiation request frame or the group owner negotiation response frame and transmitted.",이 때 X1은 그룹 오너 협의 요청 프레임 또는 그룹 오너 협의 응답 프레임에 포함되어 전송될 수 있다.
"China's Alibaba is also extensively involved in traditional financial services such as asset management, insurance, and lending.","중국 알리바바는 자산운용, 보험, 대출 등 전통적인 금융서비스 영역에도 광범위하게 참여하고 있다."
"Here, a user input for entering the frame setting mode in the home screen state may be input in various forms.","여기서, 홈 스크린 상태에서 프레임 설정 모드에 진입하기 위한 사용자 입력은 다양한 형태로 입력될 수 있다."
